id;bairro;cep
1665;JARDIM BRASILIA;02859-120
1666;VILA NOVA PARADA;02883-050
1667;VILA NOVA PARADA;02883-053
1668;VILA NOVA PARADA;02883-052
1669;VILA NOVA PARADA;02883-054
1670;JARDIM CARUMBE;02837-150
1671;JARDIM CARUMBE;02837-160
1672;JARDIM CARUMBE;02846-190
1673;JARDIM CARUMBE;02846-200
1674;JARDIM CARUMBE;02846-210
1675;JARDIM CARUMBE;02846-220
1676;JARDIM CARUMBE;02846-010
1677;JARDIM CARUMBE;02853-040
1678;JARDIM CARUMBE;02853-050
1679;JARDIM CARUMBE;02853-080
1680;JARDIM CARUMBE;02853-060
1681;JARDIM CARUMBE;02854-050
1682;JARDIM CARUMBE;02855-000
1683;JARDIM CARUMBE;02855-010
1684;JARDIM CARUMBE;02855-020
1685;JARDIM CARUMBE;02855-030
1686;JARDIM CARUMBE;02855-035
1687;JARDIM CARUMBE;02855-040
1688;JARDIM CARUMBE;02855-050
1689;JARDIM CARUMBE;02855-060
1690;JARDIM CARUMBE;02855-070
1691;JARDIM CARUMBE;02855-075
1692;JARDIM CARUMBE;02855-080
1693;JARDIM CARUMBE;02855-090
1694;JARDIM CARUMBE;02855-110
1695;JARDIM CARUMBE;02855-120
1696;JARDIM CARUMBE;02855-130
1697;JARDIM CARUMBE;02855-140
1698;JARDIM CARUMBE;02855-150
1699;JARDIM CARUMBE;02855-160
1700;JARDIM CARUMBE;02855-170
1701;JARDIM CARUMBE;02855-180
1702;JARDIM CARUMBE;02855-190
1703;JARDIM CARUMBE;02855-220
1704;JARDIM CARUMBE;02855-230
1705;JARDIM CARUMBE;02855-240
1706;JARDIM CARUMBE;02855-250
1707;JARDIM CARUMBE;02855-270
1708;JARDIM CARUMBE;02855-280
1711;JARDIM CARUMBE;02855-107
1712;JARDIM CARUMBE;02837-195
1713;VILA TERESINHA;02853-000
1714;VILA TERESINHA;02853-010
1715;VILA TERESINHA;02853-020
1716;VILA TERESINHA;02853-030
1717;VILA TERESINHA;02853-040
1718;VILA TERESINHA;02853-050
1719;VILA TERESINHA;02853-060
1720;VILA TERESINHA;02853-080
1721;VILA TERESINHA;02854-000
1722;VILA TERESINHA;02854-010
1723;VILA TERESINHA;02854-020
1724;VILA TERESINHA;02854-030
1725;VILA TERESINHA;02854-040
1726;VILA TERESINHA;02854-050
1727;VILA TERESINHA;02854-060
1728;VILA TERESINHA;02854-050
1729;VILA TERESINHA;02854-060
1730;VILA TERESINHA;02854-070
1731;VILA TERESINHA;02854-080
1732;ITAGUACU;02680-080
1733;ITAGUACU;02680-070
1734;ITAGUACU;02680-021
1735;ITAGUACU;04642-090
1736;ITAGUACU;02680-031
1737;JARDIM LIDER;02983-055
1738;JARDIM LIDER;02983-130
1739;JARDIM LIDER;02986-120
1740;JARDIM LIDER;02983-100
1741;JARDIM LIDER;02983-090
1742;JARDIM LIDER;02883-110
1743;COHAB BRASILANDIA;02820-070
1745;COHAB BRASILANDIA;02813-100
1746;COHAB BRASILANDIA;02820-040
1747;COHAB BRASILANDIA;02820-020
1748;COHAB BRASILANDIA;02820-090
1749;COHAB BRASILANDIA;02820-100
1749;COHAB BRASILANDIA;02813-115
1750;VILA SIQUEIRA;02817-080
1751;VILA SIQUEIRA;02817-000
1752;VILA SIQUEIRA;02817-010
1753;VILA SIQUEIRA;02816-010
1754;VILA SIQUEIRA;02817-060
1755;VILA SIQUEIRA;02817-050
1756;VILA SIQUEIRA;02816-011
1757;VILA SIQUEIRA;02817-071
1758;VILA SIQUEIRA;02817-075
1759;VILA SIQUEIRA;02817-073
1759;VILA SIQUEIRA;02817-079
1760;JARIDM GUARANI;02849-020
1761;JARIDM GUARANI;02844-070
1762;JARIDM GUARANI;02844-080
1763;JARIDM GUARANI;02844-090
1764;JARIDM GUARANI;02844-100
1765;JARIDM GUARANI;02844-110
1766;JARIDM GUARANI;02844-120
1767;JARIDM GUARANI;02845-000
1768;JARIDM GUARANI;02845-010
1769;JARIDM GUARANI;02845-020
1770;JARIDM GUARANI;02845-030
1771;JARIDM GUARANI;02845-040
1772;JARIDM GUARANI;02845-050
1773;JARIDM GUARANI;02845-060
1774;JARIDM GUARANI;02845-070
1775;JARIDM GUARANI;02845-080
1776;JARIDM GUARANI;02845-090
1777;JARIDM GUARANI;02845-100
1778;JARIDM GUARANI;02845-110
1779;JARIDM GUARANI;02845-120
1780;JARIDM GUARANI;02845-140
1781;JARIDM GUARANI;02845-150
1782;JARIDM GUARANI;02845-160
1783;JARIDM GUARANI;02846-010
1784;JARIDM GUARANI;02846-020
1785;JARIDM GUARANI;02846-030
1786;JARIDM GUARANI;02846-040
1787;JARIDM GUARANI;02846-050
1788;JARIDM GUARANI;02846-060
1789;JARIDM GUARANI;02846-070
1790;JARIDM GUARANI;02846-090
1791;JARIDM GUARANI;02846-100
1792;JARIDM GUARANI;02847-001
1793;JARIDM GUARANI;02847-010
1794;JARIDM GUARANI;02847-020
1795;JARIDM GUARANI;02847-040
1796;JARIDM GUARANI;02847-060
1797;JARIDM GUARANI;02847-070
1798;JARIDM GUARANI;02847-080
1799;JARIDM GUARANI;02847-085
1800;JARIDM GUARANI;02847-086
1801;JARIDM GUARANI;02847-087
1802;JARIDM GUARANI;02847-090
1803;JARIDM GUARANI;02847-100
1804;JARIDM GUARANI;02848-000
1805;JARIDM GUARANI;02848-010
1806;JARIDM GUARANI;02848-020
1807;JARIDM GUARANI;02848-030
1808;JARIDM GUARANI;02848-040
1809;JARIDM GUARANI;02848-050
1810;JARIDM GUARANI;02848-060
1811;JARIDM GUARANI;02848-070
1812;JARIDM GUARANI;02848-080
1813;JARIDM GUARANI;02848-130
1814;JARIDM GUARANI;02849-000
1815;JARIDM GUARANI;02849-010
1816;JARIDM GUARANI;02849-020
1817;JARIDM GUARANI;02849-030
1818;JARIDM GUARANI;02849-040
1819;JARIDM GUARANI;02849-050
1820;JARIDM GUARANI;02849-060
1821;JARIDM GUARANI;02849-070
1822;JARIDM GUARANI;02849-080
1823;JARIDM GUARANI;02849-090
1824;JARIDM GUARANI;02849-100
1825;JARIDM GUARANI;02849-110
1826;JARIDM GUARANI;02849-120
1827;JARIDM GUARANI;02849-130
1828;JARIDM GUARANI;02849-140
1829;JARIDM GUARANI;02849-150
1830;JARIDM GUARANI;02849-170
1831;JARIDM GUARANI;02849-180
1832;JARIDM GUARANI;02849-190
1833;JARIDM GUARANI;02849-200
1834;JARIDM GUARANI;02851-000
1835;JARIDM GUARANI;02851-010
1836;JARIDM GUARANI;02851-020
1837;JARIDM GUARANI;02851-030
1838;JARIDM GUARANI;02851-040
1839;JARIDM GUARANI;02851-050
1840;JARIDM GUARANI;02851-060
1841;JARIDM GUARANI;02851-070
1842;JARIDM GUARANI;02851-080
1843;JARIDM GUARANI;02851-090
1844;JARIDM GUARANI;02851-100
1845;JARIDM GUARANI;02851-110
1846;JARIDM GUARANI;02851-130
1847;JARIDM GUARANI;02850-100
1848;JARIDM GUARANI;02855-180
1849;VILA JOAO BATISTA;02837-220
1850;VILA JOAO BATISTA;02837-230
1851;VILA JOAO BATISTA;02837-000
1852;VILA JOAO BATISTA;02837-010
1853;VILA JOAO BATISTA;02837-020
1854;VILA JOAO BATISTA;02837-040
1855;VILA JOAO BATISTA;02837-050
1856;VILA JOAO BATISTA;02837-060
1857;VILA JOAO BATISTA;02837-070
1858;VILA JOAO BATISTA;02837-080
1859;VILA JOAO BATISTA;02837-090
1860;VILA JOAO BATISTA;02837-100
1861;VILA JOAO BATISTA;02837-110
1862;VILA JOAO BATISTA;02837-120
1863;VILA JOAO BATISTA;02837-130
1864;VILA JOAO BATISTA;02846-000
1865;VILA JOAO BATISTA;02846-030
1866;VILA JOAO BATISTA;02846-040
1867;VILA JOAO BATISTA;02846-090
1868;VILA JOAO BATISTA;02846-100
1869;VILA JOAO BATISTA;02846-110
1870;VILA JOAO BATISTA;02846-120
1871;VILA JOAO BATISTA;02846-130
1872;VILA JOAO BATISTA;02846-140
1873;VILA JOAO BATISTA;02846-150
1874;VILA JOAO BATISTA;02846-170
1875;VILA JOAO BATISTA;02837-200
1876;VILA JOAO BATISTA;02846-230
1877;VILA JOAO BATISTA;02846-260
1878;JARDIM ONDINA;02870-020
1879;JARDIM ONDINA;02870-030
1880;JARDIM ONDINA;02870-040
1881;JARDIM ONDINA;02870-050
1882;JARDIM ONDINA;02870-060
1883;JARDIM ONDINA;02870-070
1884;JARDIM ONDINA;02870-080
1885;JARDIM ONDINA;02870-100
1886;JARDIM ONDINA;02870-110
1887;JARDIM ONDINA;02870-120
1888;JARDIM ONDINA;02871-000
1889;JARDIM ONDINA;02871-010
1890;JARDIM ONDINA;02871-020
1891;JARDIM ONDINA;02871-030
1892;JARDIM ONDINA;02871-040
1893;JARDIM ONDINA;02871-050
1894;JARDIM ONDINA;02871-054
1895;JARDIM ONDINA;02871-060
1896;JARDIM ONDINA;02871-070
1897;JARDIM ONDINA;02871-080
1898;JARDIM ONDINA;02871-090
1899;JARDIM ONDINA;02871-100
1900;JARDIM ONDINA;02871-110
1901;JARDIM ONDINA;02871-120
1902;JARDIM ONDINA;02871-130
1903;JARDIM ONDINA;02871-140
1904;JARDIM ONDINA;02871-150
1905;JARDIM ONDINA;02871-160
1906;JARDIM ONDINA;02871-170
1907;JARDIM ONDINA;02871-180
1908;JARDIM ONDINA;02871-190
1909;JARDIM ONDINA;02871-200
1910;JARDIM ONDINA;02872-000
1911;JARDIM ONDINA;02872-010
1912;JARDIM ONDINA;02881-000
1913;JARDIM ONDINA;02881-020
1914;JARDIM ONDINA;02881-030
1915;JARDIM ONDINA;02881-040
1916;JARDIM PAULISTANO;02855-200
1917;JARDIM PAULISTANO;02855-280
1918;JARDIM PAULISTANO;02855-210
1919;JARDIM PAULISTANO;02813-020
1920;JARDIM PAULISTANO;02813-020
1921;JARDIM PAULISTANO;02813-120
1922;JARDIM PAULISTANO;02820-090
1923;JARDIM PAULISTANO;02814-020
1924;JARDIM PAULISTANO;02814-010
1925;JARDIM PAULISTANO;02816-000
1926;JARDIM PAULISTANO;02814-000
1928;JARDIM PAULISTANO;02814-030
1929;JARDIM PAULISTANO;02814-040
1930;JARDIM PAULISTANO;04849-522
1931;JARDIM PAULISTANO;02812-000
1932;JARDIM PAULISTANO;02812-275
1933;JARDIM PAULISTANO;02812-000
1934;JARDIM PAULISTANO;02812-020
1935;JARDIM PAULISTANO;02812-100
1936;JARDIM PAULISTANO;02812-130
1937;JARDIM PAULISTANO;02814-052
1938;JARDIM PAULISTANO;02816-010
1939;JARDIM PAULISTANO;02814-010
1940;JARDIM PAULISTANO;02813-000
1941;JARDIM PAULISTANO;02812-130
1942;JARDIM PAULISTANO;02814-230
1943;JARDIM PAULISTANO;02816-020
1944;JARDIM PAULISTANO;02813-070
1945;JARDIM PAULISTANO;02814-140
1946;JARDIM PAULISTANO;02813-047
1947;JARDIM PAULISTANO;02812-290
1948;JARDIM PAULISTANO;02814-220
1949;JARDIM PAULISTANO;02812-275
1950;JARDIM PAULISTANO;02812-030
1951;JARDIM PAULISTANO;02814-150
1952;JARDIM PAULISTANO;02813-080
1953;JARDIM PAULISTANO;02813-047
1954;JARDIM PAULISTANO;02814-220
1955;JARDIM PAULISTANO;02812-275
1956;JARDIM PAULISTANO;02812-030
1957;JARDIM PAULISTANO;02814-150
1958;JARDIM PAULISTANO;02814-130
1959;JARDIM PAULISTANO;02814-190
1960;JARDIM PAULISTANO;02814-210
1961;JARDIM PAULISTANO;02813-060
1962;JARDIM PAULISTANO;02813-110
1963;JARDIM PAULISTANO;02812-240
1964;JARDIM PAULISTANO;02813-020
1965;JARDIM PAULISTANO;02814-045
1966;JARDIM PAULISTANO;02814-047
1967;JARDIM PAULISTANO;02814-050
1968;JARDIM PAULISTANO;02814-080
1969;JARDIM PAULISTANO;02812-080
1970;JARDIM PAULISTANO;02814-070
1971;JARDIM PAULISTANO;02813-074
1972;JARDIM PAULISTANO;02813-076
1973;JARDIM PAULISTANO;02813-078
1974;JARDIM PAULISTANO;02812-096
1975;JARDIM PAULISTANO;02816-030
1976;JARDIM PAULISTANO;02813-100
1977;JARDIM PAULISTANO;02812-095
1978;JARDIM PAULISTANO;02813-073
1979;JARDIM PAULISTANO;02813-050
1980;JARDIM PAULISTANO;02812-250
1981;JARDIM PAULISTANO;02812-220
1982;JARDIM PAULISTANO;02812-005
1983;JARDIM PAULISTANO;02814-160
1984;JARDIM PAULISTANO;02814-170
1985;JARDIM PAULISTANO;02814-120
1986;JARDIM PAULISTANO;02812-270
1987;JARDIM PAULISTANO;02814-240
1988;JARDIM PAULISTANO;02812-060
1989;JARDIM PAULISTANO;02812-210
1990;JARDIM PAULISTANO;02812-040
1991;JARDIM PAULISTANO;02812-070
1992;JARDIM PAULISTANO;02814-073
1993;JARDIM PAULISTANO;02813-030
1994;JARDIM PAULISTANO;02812-230
1995;JARDIM PAULISTANO;02812-200
1996;JARDIM PAULISTANO;02812-180
1997;JARDIM PAULISTANO;02812-150
1998;JARDIM PAULISTANO;02814-200
1999;JARDIM PAULISTANO;02812-170
2000;JARDIM PAULISTANO;02812-120
2001;JARDIM PAULISTANO;02812-050
2002;JARDIM PAULISTANO;02812-110
2003;JARDIM PAULISTANO;02814-060
2004;JARDIM PAULISTANO;02813-010
2005;JARDIM PAULISTANO;02812-260
2006;JARDIM PAULISTANO;02812-190
2007;JARDIM PAULISTANO;02812-090
2008;JARDIM PAULISTANO;02814-090
2009;JARDIM PAULISTANO;02814-310
2010;JARDIM PAULISTANO;02814-180
2011;JARDIM PAULISTANO;02814-290
2012;JARDIM PAULISTANO;02812-010
2013;JARDIM PAULISTANO;02812-300
2014;JARDIM PAULISTANO;02814-270
2015;JARDIM PAULISTANO;02814-270
2016;JARDIM PAULISTANO;02812-280
2017;JARDIM PAULISTANO;02810-000
2018;JARDIM PAULISTANO;01508-001
2019;JARDIM PAULISTANO;02981-010
2020;JARDIM PAULISTANO;02982-205
2021;JARDIM PAULISTANO;02982-070
2022;JARDIM PAULISTANO;02982-080
2023;JARDIM PAULISTANO;02981-050
2024;JARDIM PAULISTANO;02981-040
2025;JARDIM PAULISTANO;02982-090
2026;JARDIM PAULISTANO;02982-110
2027;JARDIM PAULISTANO;02982-190
2028;JARDIM PAULISTANO;02981-060
2029;JARDIM PAULISTANO;02981-021
2030;JARDIM PAULISTANO;02982-045
2031;JARDIM PAULISTANO;02982-195
2032;JARDIM PAULISTANO;02982-015
2033;JARDIM PAULISTANO;02982-010
2034;JARDIM PAULISTANO;02982-016
2035;JARDIM PAULISTANO;02981-070
2036;JARDIM PAULISTANO;02982-130
2037;JARDIM PAULISTANO;02982-050
2038;JARDIM PAULISTANO;02981-030
2039;JARDIM PAULISTANO;02981-087
2040;JARDIM PAULISTANO;02981-000
2041;JARDIM PAULISTANO;02982-040
2042;JARDIM PAULISTANO;02982-041
2043;JARDIM PAULISTANO;02981-080
2044;JARDIM PAULISTANO;02981-085
2045;JARDIM PAULISTANO;02982-060
2046;JARDIM PAULISTANO;02982-061
2047;JARDIM PAULISTANO;02981-020
2048;JARDIM PAULISTANO;02982-120
2049;JARDIM PAULISTANO;02982-170
2050;JARDIM PAULISTANO;02981-110
2051;JARDIM PAULISTANO;02982-030
2052;JARDIM PAULISTANO;02982-020
2053;JARDIM PAULISTANO;02982-180
2054;JARDIM PAULISTANO;02982-200
2055;JARDIM PAULISTANO;02982-000
2056;JARDIM PAULISTANO;02982-100
2057;JARDIM PAULISTANO;02982-210
2058;JARDIM PAULISTANO;02982-145
2059;JARDIM PAULISTANO;02982-160
2060;JARDIM PAULISTANO;02982-220
2061;JARDIM PAULISTANO;02982-150
2062;JARDIM PAULISTANO;02982-140
2063;JARDIM PAULISTANO;02983-050
2064;JARDIM PAULISTANO;02983-000
2065;JARDIM PAULISTANO;02983-010
2066;JARDIM PAULISTANO;02983-170
2067;JARDIM PAULISTANO;02983-030
2068;JARDIM PAULISTANO;02982-015
2069;JARDIM PAULISTANO;02983-020
2070;JARDIM PAULISTANO;02983-030
2071;JARDIM PAULISTANO;02813-090
2072;JARDIM SYDNEY;02983-060
2073;JARDIM SYDNEY;02983-070
2074;JARDIM SYDNEY;02983-050
2075;JARDIM SYDNEY;02982-020
2076;JARDIM SYDNEY;02982-000
2077;JARDIM SYDNEY;02982-010
2078;JARDIM SYDNEY;02982-030
2079;JARDIM SYDNEY;02982-040
2080;JARDIM SYDNEY;02982-060
2081;JARDIM SYDNEY;02982-045
2082;JARDIM SYDNEY;02982-050
2083;JARDIM SYDNEY;02982-100
2084;JARDIM SYDNEY;02982-190
2085;JARDIM SYDNEY;02982-110
2086;JARDIM SYDNEY;02982-210
2087;JARDIM SYDNEY;02983-170
2088;JARDIM SYDNEY;02982-195
2089;JARDIM SYDNEY;02982-090
2090;JARDIM SYDNEY;02982-080
2091;JARDIM SYDNEY;02982-200
2092;JARDIM SYDNEY;02982-205
2093;JARDIM SYDNEY;02982-070
2094;JARDIM SYDNEY;02982-045
2095;JARDIM SYDNEY;02812-200
2096;JARDIM SYDNEY;02982-080
2097;JARDIM SYDNEY;02983-000
2098;JARDIM SYDNEY;02983-020
2099;JARDIM SYDNEY;02983-030
2100;JARDIM MAGGI;02982-130
2101;JARDIM MAGGI;02982-140
2102;JARDIM MAGGI;02982-150
2103;JARDIM MAGGI;02982-160
2104;JARDIM MAGGI;02982-170
2105;JARDIM MAGGI;02981-010
2106;JARDIM MAGGI;02982-145
2107;JARDIM MAGGI;02982-190
2108;JARDIM NOSSA SENHORA APARECIDA;02981-040
2109;JARDIM NOSSA SENHORA APARECIDA;02981-030
2110;JARDIM NOSSA SENHORA APARECIDA;02981-050
2111;JARDIM NOSSA SENHORA APARECIDA;02981-070
2112;JARDIM NOSSA SENHORA APARECIDA;02981-060
2113;JARDIM NOSSA SENHORA APARECIDA;02981-110
2114;JARDIM NOSSA SENHORA APARECIDA;02981-085
2116;JARDIM NOSSA SENHORA APARECIDA;02982-180
2117;JARDIM NOSSA SENHORA APARECIDA;02981-085
2118;JARDIM NOSSA SENHORA APARECIDA;02981-087
2119;JARDIM NOSSA SENHORA APARECIDA;02981-085
2120;VILA ITABERABA;02878-100
2121;JARDIM PAULISTANO;02814-075
2122;COHAB BRASILANDIA;02820-080
2123;JARDIM CARUMBE;02837-185
2124;VILA SOUZA;02860-001
2125;COHAB BRASILANDIA;02820000
2126;COHAB BRASILANDIA;02820-000
2127;JARDIM DOS FRANCOS;02673000
2128;JARDIM DOS FRANCOS;02673-000
2129;JARDIM PAULISTANO;02820005
2130;JARDIM PAULISTANO;02820-005
2131;JARDIM BRASILIA;02858-020
2132;JARDIM BRASILIA;02858020
2133;JARDIM BRASILIA;02858-000
2134;JARDIM BRASILIA;02858000
2135;JARDIM BRASILIA;02858-010
2136;JARDIM BRASILIA;02858010
2137;JARDIM BRASILIA;02858-030
2138;JARDIM BRASILIA;02858030
